query_description,query_code,true_usda_code,candidate_description,candidate_code,candidate_usda_code,forward_similarity,backward_similarity,is_correct_match
beef outside skirt pld,46671,121 C 4 Outside skirt,beef outside skirt peeled- nr,16210410,NOT_FOUND,0.8489054441452026,0.8489052638863992,False
beef pectoral meat,41950,Pectoral,pectoral meat,120006,Pectoral,0.936280369758606,0.9362805040040904,True
beef pectoral meat,41950,Pectoral,"pectoral meat, national (ch)",13071024,NOT_FOUND,0.8526017665863037,0.8526018787361933,False
beef pectoral meat,41950,Pectoral,beef chuck pectoral meat choice,11910000,Pectoral,0.81611168384552,0.8161118029307993,True
beef pectoral meat,41950,Pectoral,beef pectoral meat chunks 3oz,11910404,NOT_FOUND,0.8034706711769104,0.8034706535312525,False
beef pectoral meat,41950,Pectoral,bf pectoral meat pr oma,1016313,NOT_FOUND,0.7953968048095703,0.7953967509098077,False
beef peeled knuckle choice,41600,167 A 4 knuckles,beef knuckle peeled choice (ui),14240500,167 A 4 knuckles,0.9277862310409546,0.9277860274499952,True
beef peeled knuckle choice,41600,167 A 4 knuckles,beef knuckle peeled choice sliced,14240503,NOT_FOUND,0.9178003668785095,0.9178002919398277,False
beef peeled knuckle choice,41600,167 A 4 knuckles,beef peeled knuckle ibp choice,41601,NOT_FOUND,0.8710038065910339,0.8710035074931846,False
beef peeled knuckle choice,41600,167 A 4 knuckles,beef knuckle peeled halal,14240400,NOT_FOUND,0.8583031296730042,0.8583033186439739,False
beef peeled knuckle choice,41600,167 A 4 knuckles,beef knuckle peeled no roll,14240000,NOT_FOUND,0.8179066181182861,0.8179060672122556,False
beef plate short ribs whole 3 bone (ui),16300500,123 A 3 short rib choice,beef plate short ribs 3 bone,16300514,NOT_FOUND,0.9130386710166931,0.9130384338778907,False
beef plate short ribs whole 3 bone (ui),16300500,123 A 3 short rib choice,beef plate short ribs-bone- in,16300012,NOT_FOUND,0.8776320219039917,0.8776317874286115,False
beef plate short ribs whole 3 bone (ui),16300500,123 A 3 short rib choice,beef plate short ribs bone in,16310001,NOT_FOUND,0.8706215620040894,0.870621556640186,False
beef plate short ribs whole 3 bone (ui),16300500,123 A 3 short rib choice,beef plate short ribs boneless,16311090,NOT_FOUND,0.8689221143722534,0.8689222520232067,False
beef plate short ribs whole 3 bone (ui),16300500,123 A 3 short rib choice,beef plate short ribs whole,16300000,NOT_FOUND,0.8612447381019592,0.8612445758106255,False
beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,0.85680091381073,0.8568015524120387,True
beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice dwn,12100414,NOT_FOUND,0.8498985171318054,0.849898526569014,False
beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice up,12100700,NOT_FOUND,0.8496670722961426,0.8496674389540955,False
beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on no roll,12100200,NOT_FOUND,0.8311826586723328,0.8311826287539126,False
beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,0.8240843415260315,0.8240846809397704,False
beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,beef ribeye boneless lip on choice up,12100700,NOT_FOUND,0.9501428604125977,0.950142952394444,False
beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,0.9321753978729248,0.9321751376637837,False
beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,beef ribeye boneless lip on choice dwn,12100414,NOT_FOUND,0.9193121194839478,0.9193124155197214,False
beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,beef ribeye boneless lip on select,12100300,NOT_FOUND,0.9092070460319519,0.9092070996663126,False
beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,beef ribeye boneless lip on no roll,12100200,NOT_FOUND,0.8413688540458679,0.841368755086289,False
beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice up,12100700,NOT_FOUND,0.9453785419464111,0.9453784627696253,False
beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice (ui),12100514,112a HVY Lipon Ribeye,0.93217533826828,0.9321751309269741,False
beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice dwn,12100414,NOT_FOUND,0.9226149320602417,0.9226147377706879,False
beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on select,12100300,NOT_FOUND,0.8763557076454163,0.8763555967094578,False
beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,0.8568015098571777,0.8568016567752874,True
beef round flat choice (ui),14400500,171 B 3 Round outside round flat,beef flat round choice,43330,171 B 3 Round outside round flat,0.8920915722846985,0.8920918235495657,True
beef round flat choice (ui),14400500,171 B 3 Round outside round flat,beef round inside choice,14500401,NOT_FOUND,0.831953227519989,0.8319533006936648,False
beef round flat choice (ui),14400500,171 B 3 Round outside round flat,beef round whole choice,14000400,NOT_FOUND,0.8290839791297913,0.8290839557465772,False
beef round flat choice (ui),14400500,171 B 3 Round outside round flat,beef round inside choice xt (ui),14500500,168 3 top round inside XT,0.8270785212516785,0.8270785957714721,False
beef round flat choice (ui),14400500,171 B 3 Round outside round flat,beef inside round choice,14500800,NOT_FOUND,0.8201988935470581,0.8201984180309725,False
beef round inside cap-off choice,14510100,168 1 top round inside,beef round inside cap off choice,14510418,NOT_FOUND,0.9592559933662415,0.959255495812277,False
beef round inside cap-off choice,14510100,168 1 top round inside,beef round inside cap-off no roll,14510200,NOT_FOUND,0.8727411031723022,0.8727409136017501,False
beef round inside cap-off choice,14510100,168 1 top round inside,beef round inside choice,14500401,NOT_FOUND,0.8138025403022766,0.8138022102304405,False
beef round inside cap-off choice,14510100,168 1 top round inside,beef inside round choice,14500800,NOT_FOUND,0.8109280467033386,0.8109277621317401,False
beef round inside cap-off choice,14510100,168 1 top round inside,beef round whole choice,14000400,NOT_FOUND,0.7941325306892395,0.7941325409045878,False
beef round inside choice xt (ui),14500500,168 3 top round inside XT,beef round flat choice (ui),14400500,171 B 3 Round outside round flat,0.8270789384841919,0.827078578845367,False
beef round inside choice xt (ui),14500500,168 3 top round inside XT,beef round inside choice,14500401,NOT_FOUND,0.8037206530570984,0.803720372931481,False
beef round inside choice xt (ui),14500500,168 3 top round inside XT,"beef inside round choice xt 1/4""",41300,168 3 top round inside XT,0.7930619120597839,0.7930618858782701,True
beef round inside choice xt (ui),14500500,168 3 top round inside XT,beef inside round choice,14500800,NOT_FOUND,0.7885929346084595,0.7885925263006781,False
beef round inside choice xt (ui),14500500,168 3 top round inside XT,beef xt inside ibp choice,40301,NOT_FOUND,0.7508994340896606,0.750899574562887,False
beef short loin 0x1 choice,46020,174 3 Short loin Choice,beef short loin choice 0x1,13301501,174 3 Short loin Choice,0.987301230430603,0.9873011646586782,True
beef short loin 0x1 choice,46020,174 3 Short loin Choice,beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,0.9285123944282532,0.928512258000866,False
beef short loin 0x1 choice,46020,174 3 Short loin Choice,beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,0.8718596696853638,0.8718597784752078,False
beef short loin 0x1 choice,46020,174 3 Short loin Choice,beef short loin,13301900,NOT_FOUND,0.8237609267234802,0.8237607658190698,False
beef short loin 0x1 choice,46020,174 3 Short loin Choice,beef short loin 0x1 ch gop,35174,NOT_FOUND,0.8089325428009033,0.8089326222483362,False
beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,beef short loin choice 0x1,13301501,174 3 Short loin Choice,0.8808340430259705,0.8808333073130132,False
beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,beef short loin 0x1 choice,46020,174 3 Short loin Choice,0.8718599081039429,0.8718597525816403,False
beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,0.8339362740516663,0.8339362097968019,True
beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,0.8257766962051392,0.8257762689504673,False
beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,beef strip loin 0x1 #ii select,40450,NOT_FOUND,0.8183504343032837,0.8183504155646815,False
beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,0.8339362144470215,0.833936297742089,True
beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,beef short loin choice 0x1,13301501,174 3 Short loin Choice,0.7646286487579346,0.7646284593076116,False
beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,beef short loin 0x1 choice,46020,174 3 Short loin Choice,0.7571190595626831,0.7571188758930896,False
beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,beef teres major frozen,46450,114f Clod Tender (teres major),0.7251513004302979,0.7251512999941692,False
beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,0.7145835161209106,0.7145836646924513,False
beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,beef short loin 0x1 choice,46020,174 3 Short loin Choice,0.928512454032898,0.9285121804972002,False
beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,beef short loin choice 0x1,13301501,174 3 Short loin Choice,0.927613377571106,0.9276129616546248,False
beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,beef short loin,13301900,NOT_FOUND,0.8960140347480774,0.8960135639962202,False
beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,0.8146624565124512,0.814662160933552,False
beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,beef short loin 0x1 ch gop,35174,NOT_FOUND,0.7901433110237122,0.7901430833772751,False
beef short loin choice 0x1,13301501,174 3 Short loin Choice,beef short loin 0x1 choice,46020,174 3 Short loin Choice,0.9873014092445374,0.9873011936954406,True
beef short loin choice 0x1,13301501,174 3 Short loin Choice,beef short loin choice,13305416,174 3 Loin short loin 0x1_Choice,0.9276134967803955,0.9276129583438709,False
beef short loin choice 0x1,13301501,174 3 Short loin Choice,beef short loin 0x1 select,46000,174 3 Loin short loin 0x1_Select,0.880833625793457,0.8808333529672313,False
beef short loin choice 0x1,13301501,174 3 Short loin Choice,beef short loin 0x1 ch gop,35174,NOT_FOUND,0.8073115944862366,0.8073114362697982,False
beef short loin choice 0x1,13301501,174 3 Short loin Choice,beef short loin,13301900,NOT_FOUND,0.8028603196144104,0.802860162556106,False
beef short ribs choice 3 bone,41501,123 A 3 short rib choice,"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,0.8874209523200989,0.8874209573004501,True
beef short ribs choice 3 bone,41501,123 A 3 short rib choice,beef plate short ribs 3 bone,16300514,NOT_FOUND,0.8728693723678589,0.8728691545666282,False
beef short ribs choice 3 bone,41501,123 A 3 short rib choice,beef plate short ribs boneless choice,16312400,NOT_FOUND,0.8709173798561096,0.8709169757594548,False
beef short ribs choice 3 bone,41501,123 A 3 short rib choice,beef plate short ribs choice,16311400,NOT_FOUND,0.858065664768219,0.8580655624607649,False
beef short ribs choice 3 bone,41501,123 A 3 short rib choice,beef chuck short ribs choice boneless,11321440,NOT_FOUND,0.8511902093887329,0.851190659853241,False
"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,0.9394401907920837,0.9394402330509353,False
"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,beef plate short ribs 3 bone,16300514,NOT_FOUND,0.9132339358329773,0.9132337964708694,False
"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,beef plate short ribs-bone- in,16300012,NOT_FOUND,0.8993598818778992,0.8993596610561436,False
"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,beef short ribs choice 3 bone,41501,123 A 3 short rib choice,0.8874210119247437,0.8874209614351609,True
"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,"beef short ribs, bone-in sliced",160007,NOT_FOUND,0.87750643491745,0.87750611638939,False
"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,"beef short ribs, bone-in, 3 bone",160003,123 A 3 short rib choice,0.9394401907920837,0.9394402850304847,False
"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,beef plate short ribs-bone- in,16300012,NOT_FOUND,0.8819856643676758,0.8819853161462603,False
"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,"beef short ribs, bone-in sliced",160007,NOT_FOUND,0.8798812627792358,0.8798813542779613,False
"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,beef plate short ribs 3 bone,16300514,NOT_FOUND,0.863976001739502,0.8639760550310217,False
"beef short ribs, bone-in, 4rib",160004,130 4 chuck short rib,beef chuck short ribs- bone in,11321441,NOT_FOUND,0.8550735116004944,0.8550736232540542,False
"beef shoulder clod 1/4"" choice",46700,114 A 3 shoulder clod,"beef angus gold xt clod 1/4""",46703,NOT_FOUND,0.7492089867591858,0.7492090140460438,False
"beef shoulder clod 1/4"" choice",46700,114 A 3 shoulder clod,"beef angus gold xt clod 1/4"" halal",46704,NOT_FOUND,0.7137259244918823,0.7137260392459361,False
"beef shoulder clod 1/4"" choice",46700,114 A 3 shoulder clod,beef shoulder clod xt star ranch angus,46720,NOT_FOUND,0.6966783404350281,0.6966785303316545,False
"beef shoulder clod 1/4"" choice",46700,114 A 3 shoulder clod,beef clod choice (flat iron out),42608,NOT_FOUND,0.6858745217323303,0.6858745432838829,False
"beef shoulder clod 1/4"" choice",46700,114 A 3 shoulder clod,beef chuck clods choice cut 1/2 inch,11110401,NOT_FOUND,0.683097779750824,0.6830977105871529,False
beef sirloin flap meat choice angus ui,13808000,185 A 4 Bottom sirloin or “flap meat”,beef btm sirl flap meat star ranch angus,41220,NOT_FOUND,0.7877291440963745,0.7877292662310131,False
beef sirloin flap meat choice angus ui,13808000,185 A 4 Bottom sirloin or “flap meat”,beef flap meat choice,41211,NOT_FOUND,0.7609046101570129,0.760904446771929,False
beef sirloin flap meat choice angus ui,13808000,185 A 4 Bottom sirloin or “flap meat”,beef chuck flap tail choice (ui)angus,11300490,116g Chuck Flap,0.7591524720191956,0.7591523412615717,False
beef sirloin flap meat choice angus ui,13808000,185 A 4 Bottom sirloin or “flap meat”,beef top sirloin butts angus,44210,NOT_FOUND,0.7443138360977173,0.7443137197952754,False
beef sirloin flap meat choice angus ui,13808000,185 A 4 Bottom sirloin or “flap meat”,beef flap meat select,41210,185 A 4 Bottom sirloin or “flap meat”,0.7355796694755554,0.7355796482757482,True
"beef special trim, pritzlaff, 50#cs",190050,Cap & Wedge,beef trimmings 50/50,SP125,NOT_FOUND,0.7637699842453003,0.7637701430028294,False
"beef special trim, pritzlaff, 50#cs",190050,Cap & Wedge,beef special trim 93-95%,41951,NOT_FOUND,0.762922465801239,0.7629222093638945,False
"beef special trim, pritzlaff, 50#cs",190050,Cap & Wedge,beef trimmings 50% -,19990040,NOT_FOUND,0.7294405698776245,0.7294402537782618,False
"beef special trim, pritzlaff, 50#cs",190050,Cap & Wedge,beef 90% trim,190038,NOT_FOUND,0.720270037651062,0.7202700830605308,False
"beef special trim, pritzlaff, 50#cs",190050,Cap & Wedge,"chicken breast trim, pritzlaff",310846,NOT_FOUND,0.7116891741752625,0.7116891030490272,False
beef strip loin 0x1 choice,40460,180 3 Strip loin,beef strip loin 0x1 choice-1/2,13400401,NOT_FOUND,0.9524407386779785,0.9524403719689847,False
beef strip loin 0x1 choice,40460,180 3 Strip loin,beef strip loin boneless choice 0x1,13400701,NOT_FOUND,0.9452090859413147,0.9452088011871937,False
beef strip loin 0x1 choice,40460,180 3 Strip loin,beef strip loin boneless choice 1x1,13400421,NOT_FOUND,0.9268164038658142,0.9268164485429261,False
beef strip loin 0x1 choice,40460,180 3 Strip loin,beef strip loin #2 choice,46061,NOT_FOUND,0.9198528528213501,0.9198532098070802,False
beef strip loin 0x1 choice,40460,180 3 Strip loin,beef strip loin boneles choice 0x0,13400499,NOT_FOUND,0.9114460349082947,0.9114457220510457,False
beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,beef strip loin 0x1 #ii select,40450,NOT_FOUND,0.9869678020477295,0.9869675552240385,False
beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,beef strip loin 0x1 ~select~,40401,NOT_FOUND,0.9515063762664795,0.9515061801639166,False
beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,beef strip loin boneless select 0x0,13400300,NOT_FOUND,0.9110197424888611,0.9110198106575029,False
beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,beef strip loin 0x1 choice,40460,180 3 Strip loin,0.8773016333580017,0.8773015864529146,False
beef strip loin 0x1 select,40410,180 3 Loin strip bnls 0x1_Choice,beef strip loin 0x1 choice-1/2,13400401,NOT_FOUND,0.8657482266426086,0.8657479793359711,False
beef strip loin boneless choice 0x1 (ui),13400501,180 3 Strip loin,beef strip loin boneless choice 0x1,13400701,NOT_FOUND,0.9326738119125366,0.932674055323569,False
beef strip loin boneless choice 0x1 (ui),13400501,180 3 Strip loin,beef strip loin boneless select 0x0,13400300,NOT_FOUND,0.9191107153892517,0.9191109437381761,False
beef strip loin boneless choice 0x1 (ui),13400501,180 3 Strip loin,beef strip loin boneless choice 1x1,13400421,NOT_FOUND,0.8954534530639648,0.8954536333184937,False
beef strip loin boneless choice 0x1 (ui),13400501,180 3 Strip loin,beef strip loin 0x1 bone in choice,40461,NOT_FOUND,0.8899571895599365,0.8899569482906753,False
beef strip loin boneless choice 0x1 (ui),13400501,180 3 Strip loin,beef strip loin boneles choice 0x0,13400499,NOT_FOUND,0.8885813355445862,0.8885815476186447,False
beef strip loin boneless n/r 0x1,13400201,180 3 Loin strip bnls 0x1_Choice,beef strip loin boneless n/r 1x1,13400322,NOT_FOUND,0.9912150502204895,0.9912149610480587,False
beef strip loin boneless n/r 0x1,13400201,180 3 Loin strip bnls 0x1_Choice,beef strip loin 1x1 boneless,40510,NOT_FOUND,0.9183838963508606,0.9183835773890636,False
beef strip loin boneless n/r 0x1,13400201,180 3 Loin strip bnls 0x1_Choice,beef strip loin 0x1 evp n/r,1568413,NOT_FOUND,0.9096111059188843,0.909611326463073,False
beef strip loin boneless n/r 0x1,13400201,180 3 Loin strip bnls 0x1_Choice,beef strip loin boneless choice 0x1,13400701,NOT_FOUND,0.9026713371276855,0.9026709608872092,False
beef strip loin boneless n/r 0x1,13400201,180 3 Loin strip bnls 0x1_Choice,beef strip loin boneless choice 1x1,13400421,NOT_FOUND,0.8738000392913818,0.8738004155171126,False
beef tenderloin psmo 5up choice,40010,189a Psmo tenderloin,beef tenderloin psmo choice 5 up,13000905,NOT_FOUND,0.9717522859573364,0.9717519487529633,False
beef tenderloin psmo 5up choice,40010,189a Psmo tenderloin,beef tenderloin psmo 5up select,40012,NOT_FOUND,0.9387100338935852,0.9387100812296937,False
beef tenderloin psmo 5up choice,40010,189a Psmo tenderloin,beef tenderloin psmo choice 5 down,13000415,NOT_FOUND,0.9382669925689697,0.9382670691316447,False
beef tenderloin psmo 5up choice,40010,189a Psmo tenderloin,beef tenderloin psmo 5up ii,40070,NOT_FOUND,0.9307337403297424,0.9307337937563003,False
beef tenderloin psmo 5up choice,40010,189a Psmo tenderloin,beef tenderloin psmo 5up prime,40011,NOT_FOUND,0.8840100169181824,0.8840101974252533,False
"beef tenderloin, psmo, ch, 5up, cs lo",144053,189a Psmo tenderloin,"beef tenderloin, psmo, ch, 5up",144051,NOT_FOUND,0.9444044828414917,0.9444041639382218,False
"beef tenderloin, psmo, ch, 5up, cs lo",144053,189a Psmo tenderloin,"beef tenderloin, psmo, ch, 5up, pc",144054,NOT_FOUND,0.906682550907135,0.9066827214970062,False
"beef tenderloin, psmo, ch, 5up, cs lo",144053,189a Psmo tenderloin,"beef tenderloin, psmo, #2, ch",140021,NOT_FOUND,0.8908997178077698,0.8908993504014739,False
"beef tenderloin, psmo, ch, 5up, cs lo",144053,189a Psmo tenderloin,"beef tenderloin, psmo, 5up, prime",141050,NOT_FOUND,0.8403418660163879,0.8403419065528268,False
"beef tenderloin, psmo, ch, 5up, cs lo",144053,189a Psmo tenderloin,"beef tenderloin, psmo, diamond cut, 5up",140054,NOT_FOUND,0.809027910232544,0.8090276050610784,False
beef teres major choice,46450,114f Clod Tender (teres major),beef teres major frozen,46450,114f Clod Tender (teres major),0.7432473301887512,0.7432474066543131,True
beef teres major choice,46450,114f Clod Tender (teres major),beef round whole choice,14000400,NOT_FOUND,0.741621196269989,0.741621517823172,False
beef teres major choice,46450,114f Clod Tender (teres major),beef inside round choice,14500800,NOT_FOUND,0.7297487258911133,0.7297487348711226,False
beef teres major choice,46450,114f Clod Tender (teres major),beef round inside choice,14500401,NOT_FOUND,0.7242705225944519,0.7242705652326571,False
beef teres major choice,46450,114f Clod Tender (teres major),choice beef hindshank,190003,NOT_FOUND,0.7229028344154358,0.7229030922276496,False
beef teres major frozen,46450,114f Clod Tender (teres major),beef teres major *ibp* frozen,46420,NOT_FOUND,0.8791890740394592,0.879189101928112,False
beef teres major frozen,46450,114f Clod Tender (teres major),beef ground frozen,SP100,NOT_FOUND,0.7679679989814758,0.7679680023416099,False
beef teres major frozen,46450,114f Clod Tender (teres major),beef teres major choice,46450,114f Clod Tender (teres major),0.743247389793396,0.7432474158869216,True
beef teres major frozen,46450,114f Clod Tender (teres major),"beef ground frozen, 54/10oz",190033,NOT_FOUND,0.7373005151748657,0.7373003154687549,False
beef teres major frozen,46450,114f Clod Tender (teres major),beef short loin 0x1 select frozen,46000,174 3 Loin short loin 0x1_Select,0.7251511216163635,0.7251514036377945,False
beef top sirloin butt choice (ui),13600513,184 3 Top butt bnls,beef top sirloin butt choice,13630400,NOT_FOUND,0.9349576234817505,0.934957682806631,False
beef top sirloin butt choice (ui),13600513,184 3 Top butt bnls,beef top sirloin butt select,13630200,NOT_FOUND,0.9262070655822754,0.9262065637173197,False
beef top sirloin butt choice (ui),13600513,184 3 Top butt bnls,beef top sirloin butt xt choice,13600410,NOT_FOUND,0.8985374569892883,0.8985370162076864,False
beef top sirloin butt choice (ui),13600513,184 3 Top butt bnls,beef top sirloin butt choice 13 up,13600713,NOT_FOUND,0.8599122762680054,0.8599119332737939,False
beef top sirloin butt choice (ui),13600513,184 3 Top butt bnls,beef sirloin top butt american foods,13600210,NOT_FOUND,0.8016605973243713,0.8016605096826424,False
"brisket beef, ch, 9-11a",114001,120 1 brisket deckle off,"brisket beef, ch",114000,NOT_FOUND,0.8818289637565613,0.8818289047703769,False
"brisket beef, ch, 9-11a",114001,120 1 brisket deckle off,beef ch brisket,40367,120 1 brisket deckle off,0.8569554686546326,0.8569553231681798,True
"brisket beef, ch, 9-11a",114001,120 1 brisket deckle off,beef brisket choice*,SP121,NOT_FOUND,0.7748942971229553,0.7748940024883288,False
"brisket beef, ch, 9-11a",114001,120 1 brisket deckle off,beef brisket wagyu 4/5,15000800,NOT_FOUND,0.7714353203773499,0.7714350873017863,False
"brisket beef, ch, 9-11a",114001,120 1 brisket deckle off,"brisket beef, whole, ch, 120 dekl, 4/9lb",114490,NOT_FOUND,0.767507016658783,0.7675068217165018,False
"brisket bnls, ibp (ch)",12011014,120 1 brisket deckle off,"brisket bnls, tdo ibp (sel)",12013575,NOT_FOUND,0.9088213443756104,0.9088213337336596,False
"brisket bnls, ibp (ch)",12011014,120 1 brisket deckle off,"brisket bnls, national (ch)",12011024,NOT_FOUND,0.8771228790283203,0.8771224878294666,False
"brisket bnls, ibp (ch)",12011014,120 1 brisket deckle off,"brisket bnls, greateromaha (ch)",12011004,NOT_FOUND,0.835242509841919,0.8352423201899893,False
"brisket bnls, ibp (ch)",12011014,120 1 brisket deckle off,"brisket bnls, ibp star ranch (ch_angus)",12013563,NOT_FOUND,0.8310392498970032,0.8310391313019996,False
"brisket bnls, ibp (ch)",12011014,120 1 brisket deckle off,"brisket bnls, creekstone (ch)",12011204,NOT_FOUND,0.8286933302879333,0.8286934294518704,False
"butt boneless vp, pork, ibp",46091010,1/4 trim boneless Pork butt VAC,pork c.t. butts boneless //ibp//,20050,NOT_FOUND,0.8508027791976929,0.8508030881505055,False
"butt boneless vp, pork, ibp",46091010,1/4 trim boneless Pork butt VAC,"loin boneless supreme, pork ibp",44201010,NOT_FOUND,0.7860515117645264,0.786051229788626,False
"butt boneless vp, pork, ibp",46091010,1/4 trim boneless Pork butt VAC,"butt boneless 1/4 vp, pork, seaboard",46091150,NOT_FOUND,0.782206654548645,0.7822066573761424,False
"butt boneless vp, pork, ibp",46091010,1/4 trim boneless Pork butt VAC,"sirloin roast boneless vp, pork, ibp",44271010,NOT_FOUND,0.7639454007148743,0.7639453671944518,False
"butt boneless vp, pork, ibp",46091010,1/4 trim boneless Pork butt VAC,pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,0.7469828128814697,0.7469828302748907,True
"chuck eyeroll, ch",124002,116 A 3 chuck roll,"chuck eyeroll, sliced thin",120001,NOT_FOUND,0.7257577776908875,0.7257578024723883,False
"chuck eyeroll, ch",124002,116 A 3 chuck roll,"chuck roll block ready, ch,",13069980,NOT_FOUND,0.6957293152809143,0.6957291818262248,False
"chuck eyeroll, ch",124002,116 A 3 chuck roll,"chuck tender, ch",120089,NOT_FOUND,0.6892305016517639,0.6892303194034073,False
"chuck eyeroll, ch",124002,116 A 3 chuck roll,"chuck roll n/off, national (ch)",13081024,NOT_FOUND,0.6764202117919922,0.6764203085179582,False
"chuck eyeroll, ch",124002,116 A 3 chuck roll,"chuck roll n/off, creekstone (ch)",13081204,NOT_FOUND,0.6628458499908447,0.6628458835616751,False
chuck flap meat beef,120005,116g Chuck Flap,beef chuck flap tail choice,11320400,NOT_FOUND,0.8058221340179443,0.8058220754457017,False
chuck flap meat beef,120005,116g Chuck Flap,beef flap meat choice,41211,NOT_FOUND,0.8016422986984253,0.8016418323516258,False
chuck flap meat beef,120005,116g Chuck Flap,beef chuck tender,48500,NOT_FOUND,0.7875322699546814,0.787532081011624,False
chuck flap meat beef,120005,116g Chuck Flap,beef chuck flap tail 4oz,11300004,NOT_FOUND,0.7812872529029846,0.781287197399307,False
chuck flap meat beef,120005,116g Chuck Flap,beef flap meat select,41210,185 A 4 Bottom sirloin or “flap meat”,0.7764686942100525,0.7764690638047126,False
"chuck roll n/off, ibp (ch)",13081014,116 A 3 chuck roll,"chuck roll n/off, ibp (nr)",13081016,NOT_FOUND,0.9694929718971252,0.9694924859613234,False
"chuck roll n/off, ibp (ch)",13081014,116 A 3 chuck roll,"chuck roll n/off, ibp (sel)",13083575,NOT_FOUND,0.9184165596961975,0.9184163030608583,False
"chuck roll n/off, ibp (ch)",13081014,116 A 3 chuck roll,"chuck roll n/off, ibp (cangus)",13081012,NOT_FOUND,0.8704738616943359,0.8704735500159289,False
